,u_x,u_y,u_z,sos,Time-stamp
17867,3.52,-2.2,2.5,338.87,2016-12-21 08:06:40
17868,4.29,-2.39,2.57,338.82,2016-12-21 08:06:40
17869,4.96,-2.36,1.71,338.82,2016-12-21 08:06:41
17870,4.54,-2.07,2.63,338.76,2016-12-21 08:06:41
17871,4.57,-2.3,2.5,338.81,2016-12-21 08:06:41
17872,4.42,-1.6,1.99,338.82,2016-12-21 08:06:41
17873,4.34,-1.74,1.9,338.8,2016-12-21 08:06:42
17874,3.76,-1.63,2.15,338.84,2016-12-21 08:06:42
17875,4.19,-1.26,3.37,338.87,2016-12-21 08:06:42
17876,3.8,-2.61,2.89,338.84,2016-12-21 08:06:42
17877,4.55,-3.63,2.93,338.76,2016-12-21 08:06:43
17878,4.79,-2.55,2.73,338.77,2016-12-21 08:06:43
17879,5.66,-2.64,2.23,338.86,2016-12-21 08:06:43
17880,5.06,-3.12,2.67,338.84,2016-12-21 08:06:43
17881,4.24,-2.5,2.21,338.85,2016-12-21 08:06:44
17882,5.69,-3.05,0.76,338.76,2016-12-21 08:06:44
17883,5.38,-2.88,2.55,338.86,2016-12-21 08:06:44
17884,6.77,-1.99,1.96,338.8,2016-12-21 08:06:44
17885,5.05,-2.5,2.98,338.86,2016-12-21 08:06:45
17886,6.09,-1.81,2.39,338.85,2016-12-21 08:06:45
17887,5.74,-2.21,3.31,338.88,2016-12-21 08:06:45
17888,6.36,-2.79,2.56,338.74,2016-12-21 08:06:45
17889,6.56,-2.73,2.51,338.74,2016-12-21 08:06:46
17890,6.15,-2.49,2.6,338.86,2016-12-21 08:06:46
17891,5.95,-2.59,2.88,338.77,2016-12-21 08:06:46
17892,6.18,-2.5,2.28,338.89,2016-12-21 08:06:46
17893,5.54,-3.0,1.94,338.84,2016-12-21 08:06:47
17894,5.53,-2.61,2.05,338.86,2016-12-21 08:06:47
17895,4.4,-2.08,2.43,338.89,2016-12-21 08:06:47
17896,4.47,-2.52,2.47,338.82,2016-12-21 08:06:47
17897,4.94,-2.96,2.45,338.88,2016-12-21 08:06:48
17898,6.31,-1.47,1.72,338.84,2016-12-21 08:06:48
17899,5.65,-1.02,1.17,338.85,2016-12-21 08:06:48
17900,5.85,-1.65,1.87,338.83,2016-12-21 08:06:48
17901,5.89,-3.3,1.88,338.81,2016-12-21 08:06:49
17902,6.35,-3.34,1.06,338.82,2016-12-21 08:06:49
17903,5.6,-3.08,1.09,338.88,2016-12-21 08:06:49
17904,5.04,-3.38,1.43,338.9,2016-12-21 08:06:49
17905,4.29,-3.37,0.93,338.82,2016-12-21 08:06:50
17906,4.43,-2.39,0.8,338.84,2016-12-21 08:06:50
17907,4.35,-2.56,2.57,338.82,2016-12-21 08:06:50
17908,4.57,-3.13,1.12,338.85,2016-12-21 08:06:50
17909,5.62,-2.87,1.55,338.87,2016-12-21 08:06:51
17910,3.63,-2.31,1.18,338.83,2016-12-21 08:06:51
17911,5.41,-3.09,0.62,338.85,2016-12-21 08:06:51
17912,5.87,-2.28,1.59,338.85,2016-12-21 08:06:51
17913,5.3,-2.18,0.74,338.84,2016-12-21 08:06:52
17914,6.2,-2.9,0.56,338.81,2016-12-21 08:06:52
17915,5.64,-3.85,-0.34,338.83,2016-12-21 08:06:52
17916,6.47,-2.83,0.24,338.87,2016-12-21 08:06:52
17917,5.77,-2.32,1.32,338.82,2016-12-21 08:06:53
17918,4.48,-1.52,3.4,338.87,2016-12-21 08:06:53
17919,4.99,-2.17,1.3,338.9,2016-12-21 08:06:53
17920,5.85,-3.3,0.28,338.77,2016-12-21 08:06:53
17921,3.03,-3.95,0.94,338.91,2016-12-21 08:06:54
17922,5.04,-3.48,0.34,338.81,2016-12-21 08:06:54
17923,4.53,-3.09,1.58,338.9,2016-12-21 08:06:54
17924,4.48,-3.47,1.07,338.9,2016-12-21 08:06:54
17925,3.1,-0.27,2.7,338.76,2016-12-21 08:06:55
17926,1.26,-1.34,2.17,338.91,2016-12-21 08:06:55
17927,4.47,0.4,1.43,338.84,2016-12-21 08:06:55
17928,5.32,0.64,0.66,338.86,2016-12-21 08:06:55
17929,5.41,1.05,0.94,338.89,2016-12-21 08:06:56
17930,4.48,1.75,0.91,338.84,2016-12-21 08:06:56
17931,4.24,2.03,1.15,338.87,2016-12-21 08:06:56
17932,5.34,1.02,1.08,338.88,2016-12-21 08:06:56
17933,5.46,0.19,0.81,338.91,2016-12-21 08:06:57
17934,5.49,-1.22,0.54,338.89,2016-12-21 08:06:57
17935,5.19,0.92,1.58,338.98,2016-12-21 08:06:57
17936,4.52,0.64,2.4,338.91,2016-12-21 08:06:57
17937,4.74,-1.32,1.13,338.91,2016-12-21 08:06:58
17938,4.71,-0.53,1.04,338.88,2016-12-21 08:06:58
17939,5.34,-1.25,1.11,338.88,2016-12-21 08:06:58
17940,4.96,-1.89,0.77,338.89,2016-12-21 08:06:58
17941,2.96,-0.44,3.28,338.96,2016-12-21 08:06:59
17942,3.06,1.9,2.1,338.84,2016-12-21 08:06:59
17943,3.26,1.45,3.22,338.81,2016-12-21 08:06:59
17944,2.63,0.22,2.54,338.89,2016-12-21 08:06:59
17945,3.05,2.48,2.36,338.8,2016-12-21 08:07:00
17946,3.48,1.47,2.01,338.82,2016-12-21 08:07:00
17947,3.81,2.23,1.56,338.82,2016-12-21 08:07:00
17948,1.86,0.47,1.2,338.87,2016-12-21 08:07:00
17949,1.91,-0.8,0.97,338.9,2016-12-21 08:07:01
17950,2.67,-0.94,0.95,338.83,2016-12-21 08:07:01
17951,2.65,0.43,1.46,338.82,2016-12-21 08:07:01
17952,2.44,1.43,1.64,338.85,2016-12-21 08:07:01
17953,2.42,1.01,2.14,338.87,2016-12-21 08:07:02
17954,3.01,0.36,1.75,338.85,2016-12-21 08:07:02
17955,2.95,0.75,2.12,338.84,2016-12-21 08:07:02
17956,2.38,0.13,1.63,338.85,2016-12-21 08:07:02
17957,2.77,-0.6,0.7,338.82,2016-12-21 08:07:03
17958,3.15,-0.3,1.34,338.89,2016-12-21 08:07:03
17959,3.34,-0.18,1.12,338.88,2016-12-21 08:07:03
17960,3.73,-0.34,1.39,338.88,2016-12-21 08:07:03
17961,3.66,-0.51,1.44,338.88,2016-12-21 08:07:04
17962,3.18,-0.59,1.49,338.89,2016-12-21 08:07:04
17963,3.1,-0.39,1.62,338.9,2016-12-21 08:07:04
17964,2.6,-0.56,1.27,338.86,2016-12-21 08:07:04
17965,2.41,-1.37,1.93,338.81,2016-12-21 08:07:05
17966,2.92,-1.42,1.18,338.85,2016-12-21 08:07:05
17967,2.58,-1.95,1.62,338.86,2016-12-21 08:07:05
17968,2.95,-1.49,1.53,338.86,2016-12-21 08:07:05
17969,2.31,-1.87,1.94,338.83,2016-12-21 08:07:06
17970,2.71,-1.94,2.67,338.86,2016-12-21 08:07:06
17971,2.29,-1.58,2.25,338.83,2016-12-21 08:07:06
17972,2.76,-1.45,2.23,338.84,2016-12-21 08:07:06
17973,3.32,-1.17,2.48,338.82,2016-12-21 08:07:07
17974,3.04,-0.55,1.52,338.88,2016-12-21 08:07:07
17975,3.17,-1.11,0.92,338.84,2016-12-21 08:07:07
17976,3.38,-1.84,0.96,338.83,2016-12-21 08:07:07
17977,3.42,-1.91,0.18,338.92,2016-12-21 08:07:08
17978,2.05,-1.62,1.4,338.86,2016-12-21 08:07:08
17979,2.44,-1.32,1.46,338.83,2016-12-21 08:07:08
17980,2.16,-0.79,2.46,338.81,2016-12-21 08:07:08
17981,2.53,-0.57,2.5,338.78,2016-12-21 08:07:09
17982,2.81,-0.26,1.42,338.8,2016-12-21 08:07:09
17983,3.06,1.55,2.42,338.84,2016-12-21 08:07:09
17984,2.26,1.23,2.55,338.77,2016-12-21 08:07:09
17985,3.0,-0.28,1.34,338.86,2016-12-21 08:07:10
17986,2.94,-0.12,1.01,338.88,2016-12-21 08:07:10
17987,2.29,-0.19,1.86,338.82,2016-12-21 08:07:10
17988,3.62,-0.42,1.39,338.84,2016-12-21 08:07:10
17989,4.55,-0.44,1.22,338.81,2016-12-21 08:07:11
17990,4.54,-0.29,1.45,338.82,2016-12-21 08:07:11
17991,2.93,0.24,2.02,338.86,2016-12-21 08:07:11
17992,3.39,0.13,1.65,338.91,2016-12-21 08:07:11
17993,4.58,2.13,2.02,338.8,2016-12-21 08:07:12
17994,4.03,1.68,1.57,338.83,2016-12-21 08:07:12
17995,4.14,0.86,2.38,338.85,2016-12-21 08:07:12
17996,3.96,-0.85,1.27,338.85,2016-12-21 08:07:12
17997,4.45,-1.16,1.52,338.84,2016-12-21 08:07:13
17998,5.1,-1.7,1.04,338.84,2016-12-21 08:07:13
17999,4.18,-3.42,-0.58,338.87,2016-12-21 08:07:13
18000,3.0,-3.26,0.42,338.92,2016-12-21 08:07:13
18001,1.78,-2.22,0.17,338.87,2016-12-21 08:07:14
18002,3.29,-1.59,1.56,338.78,2016-12-21 08:07:14
18003,5.31,-1.37,1.76,338.84,2016-12-21 08:07:14
18004,5.48,-1.47,0.99,338.85,2016-12-21 08:07:14
18005,4.51,-1.68,1.49,338.87,2016-12-21 08:07:15
18006,6.63,-3.07,2.11,338.73,2016-12-21 08:07:15
18007,6.07,-2.93,0.21,338.82,2016-12-21 08:07:15
18008,5.1,-1.15,0.06,338.85,2016-12-21 08:07:15
18009,5.96,-1.12,1.05,338.79,2016-12-21 08:07:16
18010,4.59,-0.34,1.6,338.91,2016-12-21 08:07:16
18011,3.01,-1.63,3.42,338.87,2016-12-21 08:07:16
18012,1.65,-2.83,3.1,338.87,2016-12-21 08:07:16
18013,1.64,-4.49,2.35,338.9,2016-12-21 08:07:17
18014,2.03,-4.79,1.08,338.82,2016-12-21 08:07:17
18015,-0.48,-3.48,3.04,338.85,2016-12-21 08:07:17
18016,0.86,-4.63,0.94,338.81,2016-12-21 08:07:17
18017,0.11,-5.02,1.46,338.83,2016-12-21 08:07:18
18018,2.7,-6.34,2.81,338.87,2016-12-21 08:07:18
18019,2.46,-3.71,1.56,338.82,2016-12-21 08:07:18
18020,2.91,-3.28,1.1,338.87,2016-12-21 08:07:18
18021,3.1,-4.47,0.81,338.83,2016-12-21 08:07:19
18022,1.75,-3.88,0.84,338.87,2016-12-21 08:07:19
18023,2.55,-4.41,0.91,338.83,2016-12-21 08:07:19
18024,3.11,-3.37,1.02,338.94,2016-12-21 08:07:19
18025,3.02,-3.03,2.63,338.9,2016-12-21 08:07:20
18026,2.61,-3.12,2.31,338.78,2016-12-21 08:07:20
18027,2.33,-2.8,3.16,338.76,2016-12-21 08:07:20
18028,2.27,-2.22,2.8,338.81,2016-12-21 08:07:20
18029,2.03,-1.2,2.4,338.86,2016-12-21 08:07:21
18030,1.85,-2.15,2.92,338.82,2016-12-21 08:07:21
18031,2.66,-1.87,2.17,338.84,2016-12-21 08:07:21
18032,0.61,-1.43,1.63,338.85,2016-12-21 08:07:21
18033,0.45,-0.26,3.03,338.78,2016-12-21 08:07:22
18034,0.82,-1.87,2.47,339.0,2016-12-21 08:07:22
18035,1.91,-1.98,2.39,338.76,2016-12-21 08:07:22
18036,-0.24,-2.14,1.4,338.84,2016-12-21 08:07:22
18037,2.48,-2.64,1.71,338.83,2016-12-21 08:07:23
18038,1.3,-3.04,0.84,338.9,2016-12-21 08:07:23
18039,3.05,-2.08,1.08,338.86,2016-12-21 08:07:23
18040,2.03,-1.54,1.25,338.98,2016-12-21 08:07:23
18041,1.65,-1.15,1.83,338.89,2016-12-21 08:07:24
18042,1.85,-0.74,1.15,338.92,2016-12-21 08:07:24
18043,3.02,-1.23,0.63,338.86,2016-12-21 08:07:24
18044,2.81,-2.01,0.27,338.84,2016-12-21 08:07:24
18045,2.32,-1.3,-0.33,338.88,2016-12-21 08:07:25
18046,3.03,-0.93,0.37,338.88,2016-12-21 08:07:25
18047,3.36,-1.08,-0.35,338.9,2016-12-21 08:07:25
18048,3.09,-1.01,0.13,338.91,2016-12-21 08:07:25
18049,2.67,-0.57,-0.32,338.88,2016-12-21 08:07:26
18050,2.32,0.2,0.51,338.9,2016-12-21 08:07:26
18051,1.85,-0.63,1.97,338.85,2016-12-21 08:07:26
18052,-0.58,-2.5,0.99,338.84,2016-12-21 08:07:26
18053,-0.05,-2.19,1.19,338.83,2016-12-21 08:07:27
18054,0.79,-2.0,1.04,338.81,2016-12-21 08:07:27
18055,-0.21,-2.31,1.69,338.85,2016-12-21 08:07:27
18056,0.47,-1.49,1.91,338.79,2016-12-21 08:07:27
18057,1.46,-1.42,1.73,338.77,2016-12-21 08:07:28
18058,0.66,-2.22,1.93,338.87,2016-12-21 08:07:28
18059,2.17,-1.7,1.66,338.83,2016-12-21 08:07:28
18060,2.66,-1.89,1.94,338.81,2016-12-21 08:07:28
18061,2.47,-2.32,2.04,338.79,2016-12-21 08:07:29
18062,2.7,-2.83,2.7,338.79,2016-12-21 08:07:29
18063,1.4,-3.58,2.77,338.76,2016-12-21 08:07:29
18064,3.06,-2.32,2.24,338.88,2016-12-21 08:07:29
18065,2.29,-2.29,1.86,338.93,2016-12-21 08:07:30
18066,2.44,-2.5,2.82,338.89,2016-12-21 08:07:30
18067,2.69,-2.7,2.24,338.79,2016-12-21 08:07:30
18068,2.29,-2.44,2.39,338.84,2016-12-21 08:07:30
18069,2.99,-3.41,1.97,338.83,2016-12-21 08:07:31
18070,3.35,-3.19,1.97,338.85,2016-12-21 08:07:31
18071,3.94,-2.74,0.97,338.86,2016-12-21 08:07:31
18072,3.61,-2.85,1.19,338.86,2016-12-21 08:07:31
18073,3.47,-3.43,1.36,338.87,2016-12-21 08:07:32
18074,2.44,-2.87,1.58,338.92,2016-12-21 08:07:32
18075,2.2,-3.43,2.21,338.99,2016-12-21 08:07:32
18076,1.29,-2.35,2.63,338.87,2016-12-21 08:07:32
18077,1.98,-2.48,0.61,338.88,2016-12-21 08:07:33
18078,2.0,-2.23,0.87,338.91,2016-12-21 08:07:33
18079,1.86,-2.55,0.69,338.83,2016-12-21 08:07:33
18080,2.48,-3.37,0.57,338.87,2016-12-21 08:07:33
18081,2.78,-2.81,1.52,338.83,2016-12-21 08:07:34
18082,3.72,-2.74,1.59,338.87,2016-12-21 08:07:34
18083,2.83,-3.81,0.5,338.92,2016-12-21 08:07:34
18084,3.45,-2.02,1.27,338.86,2016-12-21 08:07:34
18085,3.48,-1.84,1.6,338.87,2016-12-21 08:07:35
18086,3.04,-1.63,1.2,338.84,2016-12-21 08:07:35
18087,2.5,-1.91,1.75,338.87,2016-12-21 08:07:35
18088,2.66,-2.25,1.73,338.84,2016-12-21 08:07:35
18089,2.55,-2.91,2.65,338.85,2016-12-21 08:07:36
18090,3.25,-2.72,2.7,338.92,2016-12-21 08:07:36
18091,1.67,-2.2,3.37,338.89,2016-12-21 08:07:36
18092,2.4,-1.95,2.95,338.87,2016-12-21 08:07:36
18093,3.92,-1.23,2.08,338.85,2016-12-21 08:07:37
18094,2.74,-1.1,2.97,338.85,2016-12-21 08:07:37
18095,3.05,-1.17,2.83,338.83,2016-12-21 08:07:37
18096,2.83,-1.23,2.99,338.85,2016-12-21 08:07:37
18097,4.21,-0.25,1.41,338.93,2016-12-21 08:07:38
18098,3.51,-0.79,3.43,338.92,2016-12-21 08:07:38
18099,3.79,-0.43,3.4,338.86,2016-12-21 08:07:38
18100,3.63,-1.84,3.02,338.87,2016-12-21 08:07:38
18101,3.82,-2.56,3.01,338.89,2016-12-21 08:07:39
18102,2.91,-2.69,3.23,338.9,2016-12-21 08:07:39
18103,3.99,-3.36,2.66,338.93,2016-12-21 08:07:39
18104,4.0,-2.1,3.28,338.93,2016-12-21 08:07:39
18105,3.24,-2.16,3.56,338.81,2016-12-21 08:07:40
18106,3.64,-2.18,3.6,338.88,2016-12-21 08:07:40
18107,2.41,-1.59,3.56,338.88,2016-12-21 08:07:40
18108,0.72,-1.87,2.98,338.8,2016-12-21 08:07:40
18109,1.42,-4.1,0.35,338.97,2016-12-21 08:07:41
18110,-0.4,-6.03,2.66,338.88,2016-12-21 08:07:41
18111,-3.22,-3.14,2.57,338.76,2016-12-21 08:07:41
18112,-1.88,-4.23,3.8,338.76,2016-12-21 08:07:41
18113,1.5,-4.94,4.28,338.81,2016-12-21 08:07:42
18114,2.98,-3.1,2.39,338.84,2016-12-21 08:07:42
18115,3.96,-4.19,1.69,338.88,2016-12-21 08:07:42
18116,3.9,-5.33,1.55,338.96,2016-12-21 08:07:42
18117,1.71,-4.82,1.55,339.1,2016-12-21 08:07:43
18118,3.27,-4.51,3.47,338.84,2016-12-21 08:07:43
18119,2.19,-4.53,1.71,338.87,2016-12-21 08:07:43
18120,1.9,-3.87,2.01,338.97,2016-12-21 08:07:43
18121,1.66,-5.41,2.47,338.83,2016-12-21 08:07:44
18122,3.13,-5.01,3.58,338.79,2016-12-21 08:07:44
18123,2.79,-4.74,2.6,338.72,2016-12-21 08:07:44
18124,4.1,-4.28,3.19,338.79,2016-12-21 08:07:44
18125,3.58,-3.54,2.46,338.74,2016-12-21 08:07:45
18126,4.33,-2.72,2.08,338.86,2016-12-21 08:07:45
18127,4.53,-2.77,2.5,338.87,2016-12-21 08:07:45
18128,4.4,-3.58,2.46,338.94,2016-12-21 08:07:45
18129,4.13,-2.4,3.13,338.86,2016-12-21 08:07:46
18130,4.67,-1.43,2.28,338.83,2016-12-21 08:07:46
18131,4.0,-2.01,2.77,338.79,2016-12-21 08:07:46
18132,3.51,-3.6,2.08,338.88,2016-12-21 08:07:46
18133,4.41,-3.17,2.66,338.86,2016-12-21 08:07:47
18134,3.6,-2.92,1.9,338.88,2016-12-21 08:07:47
18135,2.73,-2.27,0.93,338.88,2016-12-21 08:07:47
18136,3.32,-2.72,1.34,338.85,2016-12-21 08:07:47
18137,3.18,-2.85,1.45,338.86,2016-12-21 08:07:48
18138,3.88,-2.71,1.56,338.85,2016-12-21 08:07:48
18139,2.56,-2.68,2.26,338.91,2016-12-21 08:07:48
18140,2.19,-2.25,2.28,338.86,2016-12-21 08:07:48
18141,2.97,-1.82,2.71,338.87,2016-12-21 08:07:49
18142,4.3,-1.39,3.15,338.92,2016-12-21 08:07:49
18143,4.22,-1.73,2.83,338.86,2016-12-21 08:07:49
18144,3.9,-1.29,3.31,338.85,2016-12-21 08:07:49
18145,3.82,-3.02,2.44,338.81,2016-12-21 08:07:50
18146,4.08,-3.67,2.68,338.85,2016-12-21 08:07:50
18147,3.99,-3.94,2.51,338.87,2016-12-21 08:07:50
18148,4.18,-3.16,2.9,338.82,2016-12-21 08:07:50
18149,3.98,-3.36,2.89,338.92,2016-12-21 08:07:51
18150,3.61,-3.98,2.92,338.9,2016-12-21 08:07:51
18151,4.27,-3.7,2.07,338.83,2016-12-21 08:07:51
18152,3.66,-3.99,2.26,338.95,2016-12-21 08:07:51
18153,3.51,-4.51,2.09,338.83,2016-12-21 08:07:52
18154,3.35,-3.95,2.62,338.82,2016-12-21 08:07:52
18155,3.68,-3.31,2.41,338.84,2016-12-21 08:07:52
18156,2.64,-3.72,1.81,338.84,2016-12-21 08:07:52
18157,3.29,-3.58,0.94,338.84,2016-12-21 08:07:53
18158,0.53,-1.14,2.07,338.89,2016-12-21 08:07:53
18159,0.53,-4.13,2.95,338.79,2016-12-21 08:07:53
18160,2.83,-3.07,1.73,338.87,2016-12-21 08:07:53
18161,2.08,-3.4,2.39,338.79,2016-12-21 08:07:54
18162,1.74,-3.48,2.3,338.85,2016-12-21 08:07:54
18163,1.1,-3.91,2.13,338.82,2016-12-21 08:07:54
18164,1.35,-3.26,0.56,338.77,2016-12-21 08:07:54
18165,1.79,-2.71,1.41,338.92,2016-12-21 08:07:55
18166,2.09,-2.35,1.32,338.88,2016-12-21 08:07:55
18167,1.7,-2.5,1.58,338.83,2016-12-21 08:07:55
18168,2.2,-2.21,1.58,338.81,2016-12-21 08:07:55
18169,2.04,-1.8,1.83,338.82,2016-12-21 08:07:56
18170,1.77,-1.95,1.31,338.81,2016-12-21 08:07:56
18171,2.2,-1.62,1.82,338.8,2016-12-21 08:07:56
18172,1.98,-0.95,1.49,338.85,2016-12-21 08:07:56
18173,2.17,-1.28,1.34,338.81,2016-12-21 08:07:57
18174,2.54,-0.99,0.8,338.85,2016-12-21 08:07:57
18175,1.97,-1.35,0.97,338.92,2016-12-21 08:07:57
18176,1.42,-1.24,1.62,338.87,2016-12-21 08:07:57
18177,0.63,-1.74,1.37,338.85,2016-12-21 08:07:58
18178,1.32,-1.45,2.04,338.9,2016-12-21 08:07:58
18179,0.8,-2.56,2.14,338.86,2016-12-21 08:07:58
18180,1.44,-2.45,1.5,338.82,2016-12-21 08:07:58
18181,2.06,-1.39,1.06,338.88,2016-12-21 08:07:59
18182,1.55,-2.22,1.37,338.82,2016-12-21 08:07:59
18183,1.72,-1.63,1.79,338.8,2016-12-21 08:07:59
18184,1.52,-1.97,1.99,338.86,2016-12-21 08:07:59
18185,2.74,-1.64,2.1,338.8,2016-12-21 08:08:00
18186,2.24,-1.41,2.12,338.8,2016-12-21 08:08:00
18187,1.2,-1.35,2.52,338.82,2016-12-21 08:08:00
18188,1.77,-2.18,3.41,338.83,2016-12-21 08:08:00
18189,2.11,-1.72,3.27,338.8,2016-12-21 08:08:01
18190,2.64,-0.23,2.1,338.83,2016-12-21 08:08:01
18191,2.8,-0.41,1.39,338.84,2016-12-21 08:08:01
18192,2.99,-0.51,1.44,338.8,2016-12-21 08:08:01
18193,3.18,-0.86,1.24,338.81,2016-12-21 08:08:02
18194,3.0,-1.7,2.22,338.83,2016-12-21 08:08:02
18195,1.48,-0.43,2.47,338.85,2016-12-21 08:08:02
18196,2.01,-1.01,3.06,338.82,2016-12-21 08:08:02
18197,2.8,0.25,2.37,338.86,2016-12-21 08:08:03
18198,3.18,0.22,2.36,338.76,2016-12-21 08:08:03
18199,3.51,-0.72,2.49,338.77,2016-12-21 08:08:03
18200,4.52,-0.79,1.48,338.86,2016-12-21 08:08:03
18201,5.19,-0.17,1.46,338.88,2016-12-21 08:08:04
18202,4.23,1.03,2.03,338.89,2016-12-21 08:08:04
18203,4.26,-0.17,1.8,338.8,2016-12-21 08:08:04
18204,5.17,0.14,1.41,338.82,2016-12-21 08:08:04
18205,5.11,-0.42,0.93,338.88,2016-12-21 08:08:05
18206,4.93,0.37,1.06,338.79,2016-12-21 08:08:05
18207,4.77,0.04,1.09,338.8,2016-12-21 08:08:05
18208,4.1,-0.17,1.83,338.86,2016-12-21 08:08:05
18209,3.92,2.75,2.01,338.8,2016-12-21 08:08:06
18210,2.47,1.25,1.76,338.84,2016-12-21 08:08:06
18211,3.41,1.13,1.0,338.91,2016-12-21 08:08:06
18212,4.17,0.78,0.63,338.9,2016-12-21 08:08:06
18213,3.69,0.39,1.58,338.83,2016-12-21 08:08:07
18214,3.96,-0.21,1.74,338.91,2016-12-21 08:08:07
18215,3.59,-0.1,1.47,338.85,2016-12-21 08:08:07
18216,3.64,-0.81,1.58,338.92,2016-12-21 08:08:07
18217,3.34,-0.26,1.97,338.85,2016-12-21 08:08:08
18218,3.28,-0.39,1.88,338.86,2016-12-21 08:08:08
18219,3.51,-0.55,1.73,338.86,2016-12-21 08:08:08
18220,3.62,-0.51,1.77,338.87,2016-12-21 08:08:08
18221,3.97,-0.51,1.15,338.86,2016-12-21 08:08:09
18222,3.87,-0.67,1.43,338.88,2016-12-21 08:08:09
18223,3.78,-0.37,1.54,338.87,2016-12-21 08:08:09
18224,3.31,-0.64,1.69,338.89,2016-12-21 08:08:09
18225,3.11,-0.48,1.79,338.89,2016-12-21 08:08:10
18226,3.49,-0.83,1.71,338.86,2016-12-21 08:08:10
18227,3.37,-0.7,1.56,338.87,2016-12-21 08:08:10
18228,3.31,-1.19,1.55,338.84,2016-12-21 08:08:10
18229,3.18,-1.79,0.93,338.86,2016-12-21 08:08:11
18230,2.78,-1.58,1.17,338.82,2016-12-21 08:08:11
18231,2.44,-1.12,1.6,338.85,2016-12-21 08:08:11
18232,2.65,-0.7,1.63,338.84,2016-12-21 08:08:11
18233,2.18,-1.22,1.14,338.87,2016-12-21 08:08:12
18234,2.42,-0.57,1.31,338.85,2016-12-21 08:08:12
18235,2.94,-0.24,1.31,338.83,2016-12-21 08:08:12
18236,2.9,-0.15,1.55,338.88,2016-12-21 08:08:12
18237,2.92,-0.17,1.43,338.9,2016-12-21 08:08:13
18238,2.74,-0.17,1.86,338.88,2016-12-21 08:08:13
18239,3.52,-0.39,1.13,338.9,2016-12-21 08:08:13
18240,3.79,0.8,1.03,338.94,2016-12-21 08:08:13
18241,3.48,-0.21,0.49,338.91,2016-12-21 08:08:14
18242,3.98,-0.04,2.11,338.97,2016-12-21 08:08:14
18243,3.43,-1.64,1.39,338.92,2016-12-21 08:08:14
18244,3.35,-2.01,1.57,338.86,2016-12-21 08:08:14
18245,1.2,0.25,1.43,338.9,2016-12-21 08:08:15
18246,3.65,-1.34,2.04,338.95,2016-12-21 08:08:15
18247,3.66,-2.2,1.54,338.91,2016-12-21 08:08:15
18248,4.41,-1.27,0.31,338.87,2016-12-21 08:08:15
18249,3.62,-0.98,0.12,338.94,2016-12-21 08:08:16
18250,3.34,-1.55,1.72,338.94,2016-12-21 08:08:16
18251,3.5,-0.21,1.47,339.0,2016-12-21 08:08:16
18252,4.33,-0.88,1.64,338.86,2016-12-21 08:08:16
18253,5.69,-0.36,1.43,338.87,2016-12-21 08:08:17
18254,5.59,-0.72,1.17,338.78,2016-12-21 08:08:17
18255,4.35,-0.5,1.52,338.94,2016-12-21 08:08:17
18256,3.47,-0.36,2.37,338.89,2016-12-21 08:08:17
18257,3.6,-1.97,-0.19,338.87,2016-12-21 08:08:18
18258,4.08,0.4,1.64,338.84,2016-12-21 08:08:18
18259,3.81,-0.6,1.03,338.89,2016-12-21 08:08:18
18260,4.39,-0.89,1.26,338.88,2016-12-21 08:08:18
18261,4.92,-1.1,1.28,338.91,2016-12-21 08:08:19
18262,4.13,-1.08,0.88,338.89,2016-12-21 08:08:19
18263,3.97,-1.7,0.99,338.88,2016-12-21 08:08:19
18264,3.95,-1.28,1.19,338.88,2016-12-21 08:08:19
18265,3.51,-1.47,1.2,338.85,2016-12-21 08:08:20
18266,3.87,-1.45,0.56,338.87,2016-12-21 08:08:20
18267,3.38,-2.02,0.66,338.87,2016-12-21 08:08:20
18268,3.33,-1.62,0.76,338.87,2016-12-21 08:08:20
18269,3.51,-2.03,0.69,338.87,2016-12-21 08:08:21
18270,3.81,-1.65,0.96,338.86,2016-12-21 08:08:21
18271,4.09,-0.8,1.09,338.85,2016-12-21 08:08:21
18272,4.0,-1.24,1.62,338.87,2016-12-21 08:08:21
18273,4.3,-1.2,1.51,338.86,2016-12-21 08:08:22
18274,3.6,-1.59,0.98,338.91,2016-12-21 08:08:22
18275,3.62,-1.84,1.44,338.85,2016-12-21 08:08:22
18276,3.96,-0.73,1.81,338.83,2016-12-21 08:08:22
18277,3.38,-0.49,1.5,338.88,2016-12-21 08:08:23
18278,2.62,-0.65,2.32,338.83,2016-12-21 08:08:23
18279,2.86,-0.99,1.94,338.85,2016-12-21 08:08:23
18280,3.51,-1.33,0.68,338.84,2016-12-21 08:08:23
18281,2.61,-1.3,1.25,338.89,2016-12-21 08:08:24
18282,3.38,-1.36,0.41,338.88,2016-12-21 08:08:24
18283,3.2,-1.74,1.35,338.89,2016-12-21 08:08:24
18284,3.99,-1.58,1.69,338.86,2016-12-21 08:08:24
18285,3.75,-0.73,1.14,338.91,2016-12-21 08:08:25
18286,2.24,-1.35,1.44,338.93,2016-12-21 08:08:25
18287,2.77,-1.37,1.86,338.86,2016-12-21 08:08:25
18288,2.61,-0.91,1.66,338.9,2016-12-21 08:08:25
18289,1.93,-0.38,1.52,338.88,2016-12-21 08:08:26
18290,1.73,-0.97,1.79,338.87,2016-12-21 08:08:26
