,u_x,u_y,u_z,sos,Time-stamp
20568,5.31,-1.47,1.61,338.92,2016-12-21 08:17:55
20569,5.31,-1.62,1.72,338.88,2016-12-21 08:17:55
20570,4.5,-2.43,2.92,338.88,2016-12-21 08:17:56
20571,5.69,-1.74,1.58,338.84,2016-12-21 08:17:56
20572,5.66,-1.46,1.45,338.84,2016-12-21 08:17:56
20573,5.29,-1.93,0.93,338.86,2016-12-21 08:17:56
20574,6.34,-3.29,1.02,338.88,2016-12-21 08:17:57
20575,5.11,-3.9,1.29,338.95,2016-12-21 08:17:57
20576,4.0,-3.4,1.99,338.98,2016-12-21 08:17:57
20577,3.87,-3.15,1.65,338.92,2016-12-21 08:17:57
20578,4.97,-3.42,1.81,338.91,2016-12-21 08:17:58
20579,5.42,-3.17,1.69,338.89,2016-12-21 08:17:58
20580,4.96,-3.32,1.83,338.87,2016-12-21 08:17:58
20581,5.4,-3.62,1.9,338.81,2016-12-21 08:17:58
20582,5.45,-2.87,1.6,338.86,2016-12-21 08:17:59
20583,5.8,-2.56,0.91,338.87,2016-12-21 08:17:59
20584,5.42,-3.26,1.3,338.92,2016-12-21 08:17:59
20585,5.47,-3.11,1.52,338.91,2016-12-21 08:17:59
20586,6.26,-2.08,1.58,338.87,2016-12-21 08:18:00
20587,5.74,-2.76,0.97,338.88,2016-12-21 08:18:00
20588,4.68,-2.3,0.31,338.97,2016-12-21 08:18:00
20589,4.33,-1.8,0.94,338.96,2016-12-21 08:18:00
20590,3.46,-1.27,1.51,338.94,2016-12-21 08:18:01
20591,3.61,-1.72,0.79,338.99,2016-12-21 08:18:01
20592,3.84,-2.63,1.22,338.89,2016-12-21 08:18:01
20593,4.88,-2.77,2.43,338.89,2016-12-21 08:18:01
20594,5.7,-3.68,1.17,338.91,2016-12-21 08:18:02
20595,4.69,-3.53,0.54,338.96,2016-12-21 08:18:02
20596,4.91,-4.39,1.55,338.98,2016-12-21 08:18:02
20597,4.33,-4.1,0.8,338.91,2016-12-21 08:18:02
20598,5.65,-3.47,-0.09,338.87,2016-12-21 08:18:03
20599,1.3,-3.99,2.75,338.83,2016-12-21 08:18:03
20600,2.26,-0.49,0.54,338.96,2016-12-21 08:18:03
20601,4.49,-0.94,1.41,338.88,2016-12-21 08:18:03
20602,5.78,-1.1,2.17,338.95,2016-12-21 08:18:04
20603,6.4,-2.0,1.25,338.86,2016-12-21 08:18:04
20604,5.08,-1.34,1.59,338.91,2016-12-21 08:18:04
20605,4.89,-3.18,0.42,338.93,2016-12-21 08:18:04
20606,5.1,-1.24,2.08,338.9,2016-12-21 08:18:05
20607,4.35,-0.84,2.84,338.95,2016-12-21 08:18:05
20608,5.44,-3.13,1.5,338.91,2016-12-21 08:18:05
20609,5.0,-3.94,1.1,338.93,2016-12-21 08:18:05
20610,5.32,-2.97,1.17,338.9,2016-12-21 08:18:06
20611,5.57,-2.46,1.45,338.89,2016-12-21 08:18:06
20612,5.72,-2.94,0.76,338.9,2016-12-21 08:18:06
20613,5.43,-2.46,0.49,338.92,2016-12-21 08:18:06
20614,5.42,-1.91,0.44,339.0,2016-12-21 08:18:07
20615,5.0,-2.97,0.9,338.92,2016-12-21 08:18:07
20616,3.95,-2.44,1.68,338.94,2016-12-21 08:18:07
20617,3.4,-0.93,2.2,338.95,2016-12-21 08:18:07
20618,6.76,-0.64,1.23,338.87,2016-12-21 08:18:08
20619,4.96,-1.92,0.42,338.96,2016-12-21 08:18:08
20620,4.23,-1.26,2.81,338.94,2016-12-21 08:18:08
20621,5.07,-1.5,2.73,338.95,2016-12-21 08:18:08
20622,3.92,-0.85,2.56,338.95,2016-12-21 08:18:09
20623,4.78,-0.71,3.09,338.89,2016-12-21 08:18:09
20624,5.45,-0.7,2.62,338.95,2016-12-21 08:18:09
20625,4.29,-1.19,1.83,338.98,2016-12-21 08:18:09
20626,4.57,-1.11,2.07,339.11,2016-12-21 08:18:10
20627,4.16,-1.53,1.2,338.95,2016-12-21 08:18:10
20628,4.41,-1.32,1.78,338.95,2016-12-21 08:18:10
20629,6.1,-2.7,1.93,338.86,2016-12-21 08:18:10
20630,5.08,-1.93,2.12,338.89,2016-12-21 08:18:11
20631,6.11,-3.4,2.33,338.87,2016-12-21 08:18:11
20632,4.27,-3.27,2.86,338.95,2016-12-21 08:18:11
20633,6.75,-2.94,2.1,338.87,2016-12-21 08:18:11
20634,6.04,-2.83,2.26,338.88,2016-12-21 08:18:12
20635,5.95,-2.02,2.12,339.0,2016-12-21 08:18:12
20636,5.54,-1.01,3.64,338.97,2016-12-21 08:18:12
20637,5.64,-3.54,1.21,338.91,2016-12-21 08:18:12
20638,5.42,-1.02,2.16,338.9,2016-12-21 08:18:13
20639,6.08,0.33,1.38,338.92,2016-12-21 08:18:13
20640,5.26,-1.37,1.85,338.89,2016-12-21 08:18:13
20641,5.38,-3.29,2.38,338.85,2016-12-21 08:18:13
20642,4.11,-2.02,1.46,338.95,2016-12-21 08:18:14
20643,4.71,-2.7,2.32,338.89,2016-12-21 08:18:14
20644,4.76,-2.21,2.56,338.88,2016-12-21 08:18:14
20645,4.27,-2.43,1.79,338.97,2016-12-21 08:18:14
20646,5.19,-2.04,2.22,338.89,2016-12-21 08:18:15
20647,3.66,-1.96,2.3,338.99,2016-12-21 08:18:15
20648,3.63,-1.31,1.79,338.93,2016-12-21 08:18:15
20649,4.36,-0.91,2.19,338.91,2016-12-21 08:18:15
20650,4.83,-0.42,1.78,338.88,2016-12-21 08:18:16
20651,5.11,-0.57,1.81,338.91,2016-12-21 08:18:16
20652,4.83,-0.9,1.06,338.94,2016-12-21 08:18:16
20653,5.18,-0.69,0.42,338.9,2016-12-21 08:18:16
20654,3.88,-0.97,0.93,339.05,2016-12-21 08:18:17
20655,3.59,-0.78,1.39,339.06,2016-12-21 08:18:17
20656,3.5,-1.11,0.99,339.25,2016-12-21 08:18:17
20657,2.89,-0.48,1.78,339.19,2016-12-21 08:18:17
20658,3.47,0.43,0.58,339.17,2016-12-21 08:18:18
20659,2.63,0.91,1.29,339.06,2016-12-21 08:18:18
20660,2.67,-0.35,0.72,339.14,2016-12-21 08:18:18
20661,3.15,0.62,0.48,339.01,2016-12-21 08:18:18
20662,4.54,-1.21,0.34,338.93,2016-12-21 08:18:19
20663,3.55,-1.04,0.41,338.97,2016-12-21 08:18:19
20664,3.6,-0.44,-0.27,339.0,2016-12-21 08:18:19
20665,2.72,-0.01,0.07,339.05,2016-12-21 08:18:19
20666,1.44,-0.94,0.12,339.05,2016-12-21 08:18:20
20667,1.02,-0.86,0.39,339.13,2016-12-21 08:18:20
20668,2.09,-0.3,0.5,339.08,2016-12-21 08:18:20
20669,0.77,0.16,1.4,339.13,2016-12-21 08:18:20
20670,1.35,1.69,0.25,339.01,2016-12-21 08:18:21
20671,2.88,0.17,1.45,339.08,2016-12-21 08:18:21
20672,2.42,0.95,2.71,338.95,2016-12-21 08:18:21
20673,2.82,0.08,2.13,338.92,2016-12-21 08:18:21
20674,2.19,0.02,1.51,339.05,2016-12-21 08:18:22
20675,1.99,2.17,1.16,338.9,2016-12-21 08:18:22
20676,1.63,0.32,1.67,339.02,2016-12-21 08:18:22
20677,3.77,0.08,0.33,339.09,2016-12-21 08:18:22
20678,3.24,1.73,-1.09,339.15,2016-12-21 08:18:23
20679,0.87,0.29,2.0,339.1,2016-12-21 08:18:23
20680,2.72,0.3,2.51,339.13,2016-12-21 08:18:23
20681,3.53,-0.23,1.07,339.07,2016-12-21 08:18:23
20682,4.39,-1.09,1.42,339.04,2016-12-21 08:18:24
20683,4.76,0.16,1.95,339.04,2016-12-21 08:18:24
20684,4.52,0.42,1.54,338.97,2016-12-21 08:18:24
20685,4.39,-0.39,2.23,339.09,2016-12-21 08:18:24
20686,4.49,0.02,2.28,339.04,2016-12-21 08:18:25
20687,4.14,-0.18,2.4,339.1,2016-12-21 08:18:25
20688,4.61,-0.15,1.21,338.89,2016-12-21 08:18:25
20689,4.38,-0.03,1.36,338.87,2016-12-21 08:18:25
20690,5.05,0.31,1.35,338.84,2016-12-21 08:18:26
20691,4.32,0.83,1.58,338.86,2016-12-21 08:18:26
20692,3.78,0.92,2.16,338.89,2016-12-21 08:18:26
20693,3.82,0.27,1.25,338.97,2016-12-21 08:18:26
20694,5.02,1.08,1.59,338.91,2016-12-21 08:18:27
20695,4.47,0.31,1.4,338.9,2016-12-21 08:18:27
20696,3.85,-0.19,1.79,338.94,2016-12-21 08:18:27
20697,3.85,-0.03,2.26,338.93,2016-12-21 08:18:27
20698,3.12,-0.23,2.19,338.93,2016-12-21 08:18:28
20699,2.88,-0.49,2.09,338.98,2016-12-21 08:18:28
20700,3.65,-1.26,2.11,338.99,2016-12-21 08:18:28
20701,4.28,-1.05,1.83,338.96,2016-12-21 08:18:28
20702,4.5,-1.28,1.78,338.93,2016-12-21 08:18:29
20703,4.71,-0.56,1.91,338.92,2016-12-21 08:18:29
20704,3.89,-1.92,1.63,338.91,2016-12-21 08:18:29
20705,5.09,-1.61,1.61,338.88,2016-12-21 08:18:29
20706,3.92,-2.58,1.9,338.93,2016-12-21 08:18:30
20707,4.41,-2.17,1.76,338.88,2016-12-21 08:18:30
20708,4.3,-3.57,2.64,338.84,2016-12-21 08:18:30
20709,3.1,-3.65,2.88,338.92,2016-12-21 08:18:30
20710,3.44,-3.64,2.77,338.79,2016-12-21 08:18:31
20711,3.37,-2.06,3.21,338.93,2016-12-21 08:18:31
20712,2.38,-2.27,3.83,338.93,2016-12-21 08:18:31
20713,3.33,-2.62,3.16,338.86,2016-12-21 08:18:31
20714,3.82,-3.68,2.97,338.91,2016-12-21 08:18:32
20715,2.89,-3.63,3.28,338.84,2016-12-21 08:18:32
20716,3.23,-3.03,2.89,338.89,2016-12-21 08:18:32
20717,2.53,-3.91,2.82,338.96,2016-12-21 08:18:32
20718,2.75,-3.69,2.65,338.86,2016-12-21 08:18:33
20719,2.24,-3.68,2.85,338.84,2016-12-21 08:18:33
20720,1.97,-4.81,2.35,338.82,2016-12-21 08:18:33
20721,2.3,-4.7,1.98,338.98,2016-12-21 08:18:33
20722,4.01,-3.13,1.87,338.97,2016-12-21 08:18:34
20723,4.03,-3.38,1.9,338.94,2016-12-21 08:18:34
20724,2.52,-4.06,3.34,338.81,2016-12-21 08:18:34
20725,2.41,-5.81,2.74,338.87,2016-12-21 08:18:34
20726,2.57,-5.16,2.03,338.89,2016-12-21 08:18:35
20727,4.55,-4.88,2.27,338.82,2016-12-21 08:18:35
20728,3.95,-4.31,2.43,338.95,2016-12-21 08:18:35
20729,3.64,-4.14,3.39,338.76,2016-12-21 08:18:35
20730,4.34,-4.8,3.13,338.71,2016-12-21 08:18:36
20731,4.62,-5.08,2.65,338.69,2016-12-21 08:18:36
20732,4.64,-7.26,3.25,338.69,2016-12-21 08:18:36
20733,6.33,-5.24,2.95,338.71,2016-12-21 08:18:36
20734,7.17,-3.48,2.19,338.82,2016-12-21 08:18:37
20735,8.02,-4.38,2.97,338.86,2016-12-21 08:18:37
20736,8.84,-4.44,3.05,338.83,2016-12-21 08:18:37
20737,8.01,-4.61,2.73,338.86,2016-12-21 08:18:37
20738,6.81,-5.46,2.2,338.81,2016-12-21 08:18:38
20739,5.49,-4.04,2.21,338.82,2016-12-21 08:18:38
20740,6.14,-4.67,2.08,338.92,2016-12-21 08:18:38
20741,3.2,-7.32,-0.11,338.63,2016-12-21 08:18:38
20742,2.62,-6.32,3.15,338.77,2016-12-21 08:18:39
20743,2.67,-2.86,2.98,338.85,2016-12-21 08:18:39
20744,4.11,-6.82,4.28,338.63,2016-12-21 08:18:39
20745,4.15,-7.31,2.69,338.5,2016-12-21 08:18:39
20746,6.38,-5.28,1.58,338.82,2016-12-21 08:18:40
20747,6.13,-4.06,1.47,338.89,2016-12-21 08:18:40
20748,5.66,-5.14,2.77,338.8,2016-12-21 08:18:40
20749,6.71,-4.65,3.32,338.8,2016-12-21 08:18:40
20750,7.88,-4.35,2.08,338.86,2016-12-21 08:18:41
20751,7.67,-2.59,1.81,338.89,2016-12-21 08:18:41
20752,7.22,-0.85,2.38,338.95,2016-12-21 08:18:41
20753,5.32,-3.4,1.8,338.92,2016-12-21 08:18:41
20754,9.1,-2.67,1.14,338.86,2016-12-21 08:18:42
20755,4.64,-1.65,3.06,339.03,2016-12-21 08:18:42
20756,5.78,-3.63,3.57,338.9,2016-12-21 08:18:42
20757,7.47,-4.88,1.87,338.88,2016-12-21 08:18:42
20758,7.74,-3.82,2.76,338.87,2016-12-21 08:18:43
20759,7.92,-4.45,2.99,338.96,2016-12-21 08:18:43
20760,7.08,-4.23,1.75,338.95,2016-12-21 08:18:43
20761,6.19,-3.65,3.03,339.04,2016-12-21 08:18:43
20762,6.1,-2.49,2.55,338.98,2016-12-21 08:18:44
20763,6.04,-3.01,2.63,339.04,2016-12-21 08:18:44
20764,5.75,-2.15,1.99,338.96,2016-12-21 08:18:44
20765,5.39,-1.26,2.69,339.03,2016-12-21 08:18:44
20766,4.38,-2.58,2.77,338.99,2016-12-21 08:18:45
20767,3.95,-2.36,3.44,338.95,2016-12-21 08:18:45
20768,4.69,-2.32,2.9,338.94,2016-12-21 08:18:45
20769,3.07,-3.59,2.99,338.86,2016-12-21 08:18:45
20770,6.26,-2.91,3.29,339.0,2016-12-21 08:18:46
20771,3.71,-2.78,4.7,339.06,2016-12-21 08:18:46
20772,5.81,-2.51,3.53,338.89,2016-12-21 08:18:46
20773,5.45,-3.46,2.49,338.94,2016-12-21 08:18:46
20774,5.62,-3.7,3.61,338.84,2016-12-21 08:18:47
20775,4.74,-3.39,3.19,338.93,2016-12-21 08:18:47
20776,5.01,-3.82,3.37,338.9,2016-12-21 08:18:47
20777,4.73,-3.56,3.47,338.87,2016-12-21 08:18:47
20778,5.55,-3.18,2.09,338.9,2016-12-21 08:18:48
20779,5.5,-3.02,2.15,338.89,2016-12-21 08:18:48
20780,5.63,-3.55,1.94,338.86,2016-12-21 08:18:48
20781,4.51,-2.74,0.37,338.93,2016-12-21 08:18:48
20782,4.24,-2.59,1.51,338.92,2016-12-21 08:18:49
20783,5.16,-2.74,2.88,338.92,2016-12-21 08:18:49
20784,5.48,-3.12,1.74,338.91,2016-12-21 08:18:49
20785,7.5,-3.19,1.4,338.83,2016-12-21 08:18:49
20786,6.65,-4.1,1.61,338.88,2016-12-21 08:18:50
20787,7.5,-2.05,1.08,338.86,2016-12-21 08:18:50
20788,7.26,-1.5,0.37,338.86,2016-12-21 08:18:50
20789,6.71,-0.07,0.06,338.96,2016-12-21 08:18:50
20790,5.91,0.72,1.78,338.91,2016-12-21 08:18:51
20791,5.14,-3.18,1.27,338.9,2016-12-21 08:18:51
20792,3.73,-3.3,0.39,338.89,2016-12-21 08:18:51
20793,2.88,-3.43,0.97,338.88,2016-12-21 08:18:51
20794,3.48,-1.3,1.01,338.97,2016-12-21 08:18:52
20795,2.42,-0.17,2.22,338.94,2016-12-21 08:18:52
20796,5.34,-1.53,1.3,338.92,2016-12-21 08:18:52
20797,5.39,-2.46,1.7,338.98,2016-12-21 08:18:52
20798,4.64,-1.04,1.73,338.87,2016-12-21 08:18:53
20799,4.49,-2.15,1.22,338.9,2016-12-21 08:18:53
20800,4.06,-3.98,0.76,338.93,2016-12-21 08:18:53
20801,5.71,-3.18,0.25,338.88,2016-12-21 08:18:53
20802,5.37,-2.65,1.81,338.92,2016-12-21 08:18:54
20803,6.39,-1.17,0.59,338.89,2016-12-21 08:18:54
20804,7.18,-0.12,0.25,338.87,2016-12-21 08:18:54
20805,7.02,-0.38,0.17,338.85,2016-12-21 08:18:54
20806,7.55,-2.8,0.6,338.94,2016-12-21 08:18:55
20807,5.6,-0.35,2.22,338.85,2016-12-21 08:18:55
20808,5.97,-0.64,1.84,338.83,2016-12-21 08:18:55
20809,7.38,-3.47,2.29,338.92,2016-12-21 08:18:55
20810,7.82,-1.49,1.08,338.85,2016-12-21 08:18:56
20811,7.9,0.27,2.13,338.91,2016-12-21 08:18:56
20812,6.19,-0.47,2.68,338.94,2016-12-21 08:18:56
20813,6.16,-1.0,1.71,338.92,2016-12-21 08:18:56
20814,5.94,-2.11,2.06,338.96,2016-12-21 08:18:57
20815,5.69,-1.8,3.37,338.96,2016-12-21 08:18:57
20816,4.28,-1.54,3.51,338.98,2016-12-21 08:18:57
20817,6.27,-0.79,2.59,338.89,2016-12-21 08:18:57
20818,5.47,-0.4,2.05,338.92,2016-12-21 08:18:58
20819,6.11,-0.71,2.46,338.94,2016-12-21 08:18:58
20820,6.85,-2.73,3.05,338.89,2016-12-21 08:18:58
20821,4.5,-3.46,2.51,338.95,2016-12-21 08:18:58
20822,4.52,-3.58,2.35,338.98,2016-12-21 08:18:59
20823,3.93,-1.96,2.27,338.94,2016-12-21 08:18:59
20824,3.39,-3.64,1.83,338.82,2016-12-21 08:18:59
20825,4.66,-2.65,1.93,338.96,2016-12-21 08:18:59
20826,4.97,-4.45,2.71,338.86,2016-12-21 08:19:00
20827,3.63,-2.11,5.08,338.96,2016-12-21 08:19:00
20828,4.45,-5.34,3.54,338.64,2016-12-21 08:19:00
20829,4.99,-5.89,5.05,338.67,2016-12-21 08:19:00
20830,5.02,-5.83,2.23,338.92,2016-12-21 08:19:01
20831,4.8,-5.59,1.79,339.0,2016-12-21 08:19:01
20832,4.37,-5.07,2.28,338.91,2016-12-21 08:19:01
20833,4.24,-4.83,2.14,338.97,2016-12-21 08:19:01
20834,2.9,-5.31,2.86,338.84,2016-12-21 08:19:02
20835,2.68,-5.19,3.59,338.85,2016-12-21 08:19:02
20836,4.81,-3.69,2.32,338.89,2016-12-21 08:19:02
20837,4.26,-5.19,2.81,338.85,2016-12-21 08:19:02
20838,5.63,-3.41,0.47,338.87,2016-12-21 08:19:03
20839,5.97,-3.72,0.67,338.9,2016-12-21 08:19:03
20840,4.96,-3.52,0.72,338.9,2016-12-21 08:19:03
20841,5.48,-1.93,1.08,338.87,2016-12-21 08:19:03
20842,4.34,-2.07,1.01,338.95,2016-12-21 08:19:04
20843,5.15,-1.88,0.55,338.94,2016-12-21 08:19:04
20844,4.77,-0.55,0.79,338.93,2016-12-21 08:19:04
20845,5.79,-1.18,1.09,339.0,2016-12-21 08:19:04
20846,4.36,-0.72,0.85,339.02,2016-12-21 08:19:05
20847,3.79,-1.67,1.29,338.96,2016-12-21 08:19:05
20848,4.58,-2.72,1.46,338.96,2016-12-21 08:19:05
20849,2.04,-1.64,2.83,338.93,2016-12-21 08:19:05
20850,-1.45,-3.41,3.88,338.82,2016-12-21 08:19:06
20851,3.64,-4.47,1.78,338.97,2016-12-21 08:19:06
20852,3.25,-4.01,1.59,338.94,2016-12-21 08:19:06
20853,2.49,-4.03,1.63,338.95,2016-12-21 08:19:06
20854,2.9,-4.49,1.57,338.87,2016-12-21 08:19:07
20855,3.49,-3.29,2.4,338.92,2016-12-21 08:19:07
20856,4.74,-2.85,1.4,338.96,2016-12-21 08:19:07
20857,3.82,-3.4,1.89,338.89,2016-12-21 08:19:07
20858,5.86,-1.67,2.27,338.99,2016-12-21 08:19:08
20859,4.45,-3.45,3.02,338.87,2016-12-21 08:19:08
20860,4.93,-3.01,2.56,338.91,2016-12-21 08:19:08
20861,4.57,-3.71,2.27,338.94,2016-12-21 08:19:08
20862,4.96,-3.82,2.06,338.92,2016-12-21 08:19:09
20863,5.91,-2.39,0.74,338.96,2016-12-21 08:19:09
20864,5.93,-1.56,2.02,338.95,2016-12-21 08:19:09
20865,7.46,-2.12,1.44,338.89,2016-12-21 08:19:09
20866,6.89,-3.13,0.85,338.89,2016-12-21 08:19:10
20867,6.25,-2.34,0.36,338.93,2016-12-21 08:19:10
20868,6.25,-2.14,0.52,338.94,2016-12-21 08:19:10
20869,6.88,-1.69,0.39,338.9,2016-12-21 08:19:10
20870,6.6,-1.9,0.97,338.83,2016-12-21 08:19:11
20871,6.57,-1.31,0.18,338.86,2016-12-21 08:19:11
20872,7.67,-1.57,0.89,338.86,2016-12-21 08:19:11
20873,7.34,-0.99,2.04,338.95,2016-12-21 08:19:11
20874,6.0,-1.31,1.81,339.04,2016-12-21 08:19:12
20875,7.31,-1.77,1.72,338.84,2016-12-21 08:19:12
20876,6.76,-1.47,1.99,338.92,2016-12-21 08:19:12
20877,5.8,-1.69,1.97,338.93,2016-12-21 08:19:12
20878,6.02,-2.15,0.47,338.94,2016-12-21 08:19:13
20879,5.3,-1.72,0.27,338.9,2016-12-21 08:19:13
20880,5.95,-0.88,1.22,338.9,2016-12-21 08:19:13
20881,5.12,-1.46,-0.1,339.0,2016-12-21 08:19:13
20882,4.65,-2.61,1.32,338.95,2016-12-21 08:19:14
20883,4.09,-1.86,0.28,338.97,2016-12-21 08:19:14
20884,6.07,-1.53,2.59,338.88,2016-12-21 08:19:14
20885,5.4,-3.45,1.46,338.89,2016-12-21 08:19:14
20886,5.18,-3.18,-0.04,338.9,2016-12-21 08:19:15
20887,4.38,-2.53,0.28,338.98,2016-12-21 08:19:15
20888,3.15,-1.02,1.02,338.96,2016-12-21 08:19:15
20889,4.93,-0.69,1.08,338.96,2016-12-21 08:19:15
20890,3.46,-1.31,2.35,338.93,2016-12-21 08:19:16
20891,5.24,-2.1,2.01,338.92,2016-12-21 08:19:16
20892,3.71,-2.44,1.91,338.99,2016-12-21 08:19:16
20893,3.39,-1.73,3.37,338.93,2016-12-21 08:19:16
20894,2.3,-2.06,3.13,338.97,2016-12-21 08:19:17
20895,2.09,-1.24,2.36,338.98,2016-12-21 08:19:17
20896,2.98,-2.55,2.11,338.91,2016-12-21 08:19:17
20897,2.72,-1.17,2.2,338.91,2016-12-21 08:19:17
20898,2.62,0.09,2.01,338.96,2016-12-21 08:19:18
20899,2.27,0.58,2.73,338.93,2016-12-21 08:19:18
20900,2.82,0.15,2.44,338.9,2016-12-21 08:19:18
20901,1.74,-0.16,2.44,338.95,2016-12-21 08:19:18
20902,2.79,1.4,2.8,338.96,2016-12-21 08:19:19
20903,1.84,1.29,2.47,338.86,2016-12-21 08:19:19
20904,3.14,0.57,2.02,338.89,2016-12-21 08:19:19
20905,2.36,0.21,2.55,338.94,2016-12-21 08:19:19
20906,2.92,-0.19,2.62,338.96,2016-12-21 08:19:20
20907,2.38,-2.41,0.97,338.96,2016-12-21 08:19:20
20908,2.07,-0.96,2.28,338.96,2016-12-21 08:19:20
20909,3.43,-0.88,0.93,338.93,2016-12-21 08:19:20
20910,3.3,-0.49,0.79,338.94,2016-12-21 08:19:21
20911,3.77,-1.19,1.73,338.94,2016-12-21 08:19:21
20912,2.7,-0.52,1.97,338.94,2016-12-21 08:19:21
20913,3.06,-0.79,1.81,338.95,2016-12-21 08:19:21
20914,4.37,-1.66,1.12,339.06,2016-12-21 08:19:22
20915,3.83,-1.88,2.11,338.92,2016-12-21 08:19:22
20916,3.6,-1.68,1.41,338.96,2016-12-21 08:19:22
20917,3.94,-2.26,1.14,338.9,2016-12-21 08:19:22
20918,3.71,-2.65,0.72,338.95,2016-12-21 08:19:23
20919,4.91,-1.79,0.34,338.99,2016-12-21 08:19:23
20920,4.03,-1.02,-0.33,339.03,2016-12-21 08:19:23
20921,3.33,-2.68,-0.58,338.92,2016-12-21 08:19:23
20922,2.75,-1.85,0.72,339.03,2016-12-21 08:19:24
20923,4.15,-0.38,0.67,338.93,2016-12-21 08:19:24
20924,4.22,-0.68,0.31,338.94,2016-12-21 08:19:24
20925,3.28,-1.92,1.17,338.92,2016-12-21 08:19:24
20926,3.17,-2.23,1.15,338.94,2016-12-21 08:19:25
20927,3.38,-1.16,1.53,339.01,2016-12-21 08:19:25
20928,2.98,-1.51,1.11,338.94,2016-12-21 08:19:25
20929,2.93,-0.84,0.98,338.99,2016-12-21 08:19:25
20930,2.95,-1.07,1.64,339.0,2016-12-21 08:19:26
20931,3.25,-0.67,1.5,339.01,2016-12-21 08:19:26
20932,3.12,-0.47,1.54,339.01,2016-12-21 08:19:26
20933,3.55,-1.89,0.96,338.95,2016-12-21 08:19:26
20934,3.5,-1.42,0.69,338.94,2016-12-21 08:19:27
20935,3.63,-1.25,0.59,338.95,2016-12-21 08:19:27
20936,3.06,-0.76,0.5,338.94,2016-12-21 08:19:27
20937,1.87,-0.13,1.92,338.95,2016-12-21 08:19:27
20938,2.32,-1.83,2.18,338.93,2016-12-21 08:19:28
20939,2.52,-1.98,2.57,338.91,2016-12-21 08:19:28
20940,2.75,-2.02,1.93,338.92,2016-12-21 08:19:28
20941,2.76,-2.94,2.15,338.87,2016-12-21 08:19:28
20942,3.79,-2.42,1.88,338.95,2016-12-21 08:19:29
20943,3.66,-1.45,1.99,338.93,2016-12-21 08:19:29
20944,1.5,-1.07,2.62,338.98,2016-12-21 08:19:29
20945,2.51,-1.69,1.62,338.9,2016-12-21 08:19:29
20946,1.8,-1.74,2.68,338.98,2016-12-21 08:19:30
20947,1.88,-1.9,2.61,338.87,2016-12-21 08:19:30
20948,4.0,-1.89,1.49,338.9,2016-12-21 08:19:30
20949,2.96,-2.03,1.09,338.92,2016-12-21 08:19:30
20950,3.47,-1.45,0.96,338.94,2016-12-21 08:19:31
20951,2.98,-2.92,2.26,338.91,2016-12-21 08:19:31
20952,4.74,-2.27,0.34,338.91,2016-12-21 08:19:31
20953,4.26,-0.99,-0.35,338.94,2016-12-21 08:19:31
20954,3.9,-0.09,-0.02,338.94,2016-12-21 08:19:32
20955,4.52,-1.12,1.21,338.96,2016-12-21 08:19:32
20956,4.51,-1.12,1.33,338.95,2016-12-21 08:19:32
20957,4.54,-3.05,2.0,339.0,2016-12-21 08:19:32
20958,4.7,-3.2,2.49,338.96,2016-12-21 08:19:33
20959,4.85,-2.13,2.19,338.91,2016-12-21 08:19:33
20960,4.19,-2.05,2.53,338.99,2016-12-21 08:19:33
20961,3.76,-3.95,2.03,338.89,2016-12-21 08:19:33
20962,3.01,-3.98,1.42,338.96,2016-12-21 08:19:34
20963,2.85,-3.22,1.69,338.94,2016-12-21 08:19:34
20964,2.43,-2.9,3.48,338.9,2016-12-21 08:19:34
20965,2.53,-3.16,1.74,338.88,2016-12-21 08:19:34
20966,1.96,-3.06,3.14,338.87,2016-12-21 08:19:35
20967,1.55,-2.8,2.81,338.95,2016-12-21 08:19:35
20968,3.39,-2.91,0.99,338.91,2016-12-21 08:19:35
20969,2.5,-3.61,1.69,338.97,2016-12-21 08:19:35
20970,1.78,-3.45,2.72,338.88,2016-12-21 08:19:36
20971,2.28,-3.31,2.76,338.84,2016-12-21 08:19:36
20972,1.97,-3.8,2.61,338.79,2016-12-21 08:19:36
20973,0.55,-3.59,3.57,338.86,2016-12-21 08:19:36
20974,3.11,-2.07,1.87,338.92,2016-12-21 08:19:37
20975,3.7,-2.96,2.1,338.9,2016-12-21 08:19:37
20976,4.38,-3.3,1.48,338.91,2016-12-21 08:19:37
20977,3.96,-2.46,1.43,338.93,2016-12-21 08:19:37
20978,3.96,-2.68,2.51,338.86,2016-12-21 08:19:38
20979,4.17,-2.21,1.46,338.91,2016-12-21 08:19:38
20980,3.49,-1.31,1.16,338.87,2016-12-21 08:19:38
20981,2.98,-1.87,1.02,338.87,2016-12-21 08:19:38
20982,3.58,-2.3,3.04,338.84,2016-12-21 08:19:39
20983,2.99,-2.72,1.85,338.89,2016-12-21 08:19:39
20984,2.73,-2.22,1.51,338.92,2016-12-21 08:19:39
20985,2.83,-1.28,1.82,338.97,2016-12-21 08:19:39
20986,1.87,-4.07,2.54,338.88,2016-12-21 08:19:40
20987,1.88,-4.63,1.45,338.85,2016-12-21 08:19:40
20988,1.11,-4.4,2.08,338.91,2016-12-21 08:19:40
20989,2.18,-3.39,1.09,338.89,2016-12-21 08:19:40
20990,2.14,-4.41,1.33,338.87,2016-12-21 08:19:41
20991,1.86,-3.89,2.18,338.87,2016-12-21 08:19:41
